,Class,Text,length
568,0,love daddi make scream pleasur go slap ass dick,92
569,0,wot u wanna missi,26
570,0,yar lor wait mum finish sch lunch lor whole morn stay home clean room room quit clean hee,134
571,0,know lab goggl went,37
572,0,open door,22
573,0,wait call,22
574,0,nope wait sch daddi,33
575,1,cash prize claim call,69
576,0,tire argu thi week week want,109
577,0,wait sch finish ard,36
578,1,mobil number ha claim call us back ring claim hot line,99
579,0,arngd marriag u r walkin unfortuntli snake bite u bt love marriag danc frnt snake amp sayin bite bite,140
580,0,huh earli dinner outsid izzit,51
581,0,ok anyway need chang said,46
582,1,tri contact repli offer min textand new video phone call repli free deliveri tomorrow,149
583,0,ex wife wa abl kid want kid one day,63
584,0,scotland hope show jjc tendenc take care live dream,95
585,0,tell u headach want use hour sick time,69
586,0,dun thk quit yet hmmm go jazz yogasana oso go meet em lesson den,110
587,0,pete plea ring meiv hardli gotani credit,55
588,0,ya srsli better yi tho,27
589,0,meet call later,34
590,1,ur chanc win wkli shop spree txt shop c www txt shop com custcar x p wk,126
591,1,special select receiv pound award call befor line close cost ppm cs appli ag promo,142
592,1,privat account statement show un redeem point call identifi code expir,148
593,0,still grand prix,24
594,0,met stranger choo friend long world stand friendship never end let friend forev gud nitz,147
595,0,great,24
596,0,gud mrng dear nice day,29
597,1,import custom servic announc call freephon,86
598,0,wa exhaust train thi morn much wine pie sleep well,87
599,0,go buy mum present ar,38
600,0,mind blastin tsunami occur rajnik stop swim indian ocean,104
601,0,u send home first ok lor readi yet,59
602,0,speak doe ani cash yet,38
603,0,happi come noon,38
604,0,meet lunch la,22
605,0,take care n get well soon,25
606,1,xclusiv clubsaisai morow soir special zouk nichol pari free rose ladi info,135
607,0,meant say cant wait see u get bore thi bridgwat banter,87
608,0,neva mind ok,19
609,0,fine imma get drink somethin want come find,66
610,1,day kick euro u kept date latest news result daili remov send get txt stop,140
611,0,valentin game send di msg ur friend answer r someon realli love u que colour suit best rpli,156
612,0,mani depend,22
613,0,thanx today cer wa nice catch ave find time often oh well take care c u soon c,107
614,0,call said choo thi futur,65
615,0,happi valentin day know earli hundr handsom beauti wish thought finish aunti uncl st,149
616,0,like v shock leh co tell shuhui like tell leona also like dat almost know liao got ask abt ur reaction lor,137
617,0,famili happi,25
618,0,come n pick come immedi aft ur lesson,60
619,0,let snow let snow thi kind weather bring ppl togeth friendship grow,103
620,0,dear got lt gt dollar hi hi,37
621,0,good word word may leav u dismay mani time,58
622,0,make sure alex know hi birthday fifteen minut far concern,87
623,0,sorri got thing may pub later,58
624,0,nah straight bring bud drink someth actual littl use straight cash,123
625,0,haha good hear offici paid market th,67
626,0,mani lick doe take get center tootsi pop,66
627,0,yup thk r e teacher said make face look longer darren ask cut short,102
628,1,new textbuddi chat horni guy ur area p free receiv search postcod gaytextbuddi com txt one name,130
629,1,today vodafon number end select receiv award number match call receiv award,148
630,0,plea dont say like hi hi hi,35
631,0,thank u,8
632,0,oh wa forward messag thought send,62
633,0,got seventeen pound seven hundr ml hope ok,58
634,1,dear voucher holder claim thi week offer pc go http www e tlp co uk expressoff ts cs appli stop text txt stop,143
635,0,n funni,20
636,0,sweetheart hope kind day one load reason smile biola,100
637,0,login dat time dad fetch home,51
638,0,shower babi,36
639,0,askd u question hour befor answer,53
640,0,well imma definit need restock befor thanksgiv let know,88
641,0,said kiss kiss sound effect gorgeou man kind person need smile brighten hi day,133
642,0,probabl gonna swing wee bit,36
643,0,ya veri nice readi thursday,37
644,0,allo brave buse taken train triumph mean b ham jolli good rest week,127
645,0,watch cartoon listen music amp eve go templ amp church u,92
646,0,mind ask happen dont say uncomfort,80
647,1,privat account statement show un redeem point call identifi code expir,136
648,0,prob send email,35
649,1,cash prize claim call c rstm sw ss ppm,97
650,0,cool sometim slow gentl sonetim rough hard,66
651,0,gonna say sorri would normal start panic time sorri see tuesday,119
652,0,wait know wesley town bet doe hella drug,65
653,0,fine miss veri much,26
654,0,u got person stori,28
655,0,tell drug dealer get impati,45
656,0,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng,157
657,0,place man,36
658,0,doesnt make sen take unless free need know wikipedia com,94
659,1,premium phone servic call,59
660,0,sea lay rock rock envelop envelop paper paper word,140
661,0,mum repent,22
662,0,sorri go home first daddi come fetch later,57
663,0,leav de start prepar next,43
664,0,ye babi studi posit kama sutra,61
665,0,en chikku nang bakra msg kalstiya tea coff,56
666,0,carlo minut still need buy,54
667,0,thi pay lt decim gt lakh,37
668,0,good even ttyl,25
669,0,u receiv msg,21
670,0,ho ho big belli laugh see ya tomo,36
671,1,sm ac sun post hello seem cool,42
672,1,get ur st rington free repli thi msg tone gr top tone phone everi week per wk opt send stop,153
673,0,ditto worri say anyth anymor like said last night whatev want peac,153
674,0,got lt gt ani way could pick,46
675,0,dont knw pa drink milk,34
676,0,mayb say hi find got hi card great escap wetherspoon,80
677,0,piggi r u awak bet u still sleep go lunch,69
678,0,cau freaki lol,24
679,0,miss call cau wa yell scrappi miss u wait u come home lone today,108
680,0,thi hex place talk explain,46
681,0,log wat sdryb,30
682,0,xy go e lunch,22
683,1,hi sue year old work lapdanc love sex text live bedroom text sue textop g da ppmsg,158
684,0,want ask wait finish lect co lect finish hour anyway,87
685,0,finish work yet,30
686,0,everi king wa onc cri babi everi great build wa onc map imprtant u r today u wil reach tomorw gud ni,143
687,0,dear cherthala case u r come cochin pl call bfore u start shall also reach accordingli tell day u r come tmorow engag holiday,169
688,0,thank love torch bold,42
689,1,forward plea call immedi urgent messag wait,111
690,0,wa farm open,18
691,0,sorri troubl u buy dad big small sat n sun thanx,109
692,0,sister law hope great month say hey abiola,76
693,0,purcha stuff today mail po box number,73
694,0,ah poop look like ill prob send laptop get fix cuz ha gpu problem,92
695,0,good good job like entrepreneur,36
696,0,aight close still around alex place,54
697,0,meet corpor st outsid gap see mind work,78
698,0,mum ask buy food home,30
699,0,k u also dont msg repli hi msg,40
700,0,much r pay,29
701,0,sorri call later,22
702,0,import prevent dehydr give enough fluid,77
703,0,bit weird even suppo happen good idea sure pub,109
704,0,true dear sat pray even felt sm time,75
705,0,think get away trek long famili town sorri,76
706,0,wanna gym harri,30
707,0,quit late lar ard anyway wun b drivin,49
708,1,review keep fantast nokia n gage game deck club nokia go www cnupdat com newslett unsubscrib alert repli word,155
709,1,mth half price orang line rental latest camera phone free phone mth call mobilesdirect free updat stoptxt cs,160
710,0,height confid aeronaut professor wer calld amp wer askd sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt onli didnt move said made student,269
711,0,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke,195
712,1,pm cost p,37
713,0,save stress person ha dorm account send account detail money sent,125
714,0,also know lunch menu onli da know,48
715,0,stuff sell tell,39
716,1,urgent thi nd attempt contact u u call b csbcm wc n xx callcost ppm mobilesvari max,161
717,0,book lesson msg call work sth go get spec membership px,121
718,1,guarant cash prize claim yr prize call custom servic repr pm,145
719,0,macha dont feel upset assum mindset believ one even wonder plan us let life begin call anytim,162
720,0,oh send address,29
721,0,fine anytim best,38
722,0,wondar full flim,25
723,0,ya even cooki jelli,40
724,0,world run still mayb feel admit mad correct let call thi life keep run world may u r also run let run,226
725,0,got look scrumptiou daddi want eat night long,70
726,0,co lar ba dao ok pm lor u never ask go ah said u would ask fri said u ask today,140
727,0,alright omw gotta chang order half th,47
728,0,exactli anyway far jide studi visit,63
729,0,dunno u ask,17
730,1,email alertfrom jeri stewart kbsubject low cost prescripiton drvgsto listen email call,101
731,0,spring come earli yay,41
732,0,lol feel bad use money take steak dinner,80
733,0,even u dont get troubl convinc tel onc twice tel neglect hi msg dont c read dont repli,137
734,0,leav qatar tonit search opportun went fast pl add ur prayer dear rakhesh,103
735,0,whi one talk,29
736,0,thank look realli appreci,51
737,1,hi custom loyalti offer new nokia mobil onli txtauction txt word start get ctxt tc p mtmsg,148
738,0,wish,25
739,0,haha mayb u rite u know well da feel like someon gd lor u faster go find one gal group attach liao,149
740,0,ye glad made,38
741,0,well littl time thing good time ahead,62
742,0,got room veri soon put clock back til shout everyon get reali wa wahay anoth hour bed,181
743,0,ok may free gym,34
744,0,men like shorter ladi gaze hi eye,47
745,0,dunno ju say go lido time,40
746,0,promi take good care princess run plea send pic get chanc ttyl,110
747,1,u subscrib best mobil content servic uk per day send stop helplin,131
748,0,reason spoken thi year anyway great week best exam,101
749,0,monday next week give full gist,42
750,1,realiz year thousand old ladi run around tattoo,102
751,1,import custom servic announc premier,65
752,0,dont gimm lip caveboy,27
753,0,get librari,31
754,0,reali sorri recogni thi number confu r u plea,82
755,0,whi didnt holla,23
756,0,cant think anyon spare room top head,59
757,0,faith make thing possibl hope make thing work love make thing beauti may three thi christma merri christma,133
758,0,u made appoint,33
759,0,call carlo phone vibrat act might hear text,95
760,1,romant pari night flight book next year call ts cs appli,95
761,0,grandma oh dear u still ill felt shit thi morn think hungov anoth night leav sat,135
762,1,urgent ur guarant award still unclaim call closingd claimcod pmmorefrommobil bremov mobypobox ls yf,159
763,0,noth ju tot u would ask co u ba gua went mt faber yest yest ju went alreadi mah today go ju call lor,151
764,0,wish famili merri x happi new year advanc,75
765,1,ur award citi break could win summer shop spree everi wk txt store skilgm tsc winawk age perwksub,149
766,0,nt goin got somethin unless meetin dinner lor haha wonder go ti time,103
767,0,sorri call later,22
768,0,cant pick phone right pl send messag,51
769,0,lol know dramat school alreadi close tomorrow appar drive inch snow suppo get,137
770,0,get anywh thi damn job hunt,58
771,0,lol u drunkard hair moment yeah still tonight wat plan,89
